pref,code,handle,name_ja,population,status,source_type,granularity,core_missing,difficulty,license,yearend,district_unit,district_count_approx,schedule_url,calendar_urls,verify_sources,surveyed_at,notes
tokyo,13112,setagaya,世田谷区,931922,collected,csv,weekday-rules,,2,CC-BY-4.0,unknown,町丁目 (町名+丁目のグルーピング),118,https://www.city.setagaya.lg.jp/02241/416.html,https://www.city.setagaya.lg.jp/documents/416/27-08-26.csv；https://www.city.setagaya.lg.jp/documents/416/syusyubi.pdf；https://www.city.setagaya.lg.jp/02241/27859.html,官公式PDF(町丁目別・日付入り通年カレンダー 27859.html)；官公式一覧PDF(syusyubi.pdf),2026-07-18,"公式サイト「資源・ごみ収集日(一覧)」(416.html) に区提供オープンデータの CSV「資源・ごみ収集曜日一覧」を確認。実取得成功: CSV=HTTP200/10005B (Shift-JIS), PDF(syusyubi.pdf)=HTTP200/925KB。CSV列構成=50音,町名,丁目,資源(週1回), 可燃ごみ(週2回),不燃ごみ(月2回),ペットボトル(月2回),管轄清掃事務所 の8列。 データ行118 (世田谷49/玉川39/砧30 の3清掃事務所管轄)。粒度は曜日規則のみ (weekday-rules): 資源=特定曜日, 可燃=週2曜日, 不燃/ペット=""○回目・△回目の×曜日"" 形式(第N週相当)。日付入り通年ではない。難易度2 (素直なCSV, ただし ""N回目の曜日""の展開ロジックが要る)。ライセンスはページ記載でCC BY 4.0国際 (区オープンデータ利用規約 01000/5451.html) — 根拠は公式ページ明記。 地区割は町丁目単位(赤堤1・3〜5 等の丁目グルーピング)。CSVに祝日収集・ 年末年始の運用注記なし→yearend=unknown。町丁目別の日付入り通年カレンダー PDF(27859.html, 令和8年版)が別途存在し検証源になる(年末年始・祝日も記載と 推測されるが未取得・未確認)。一覧PDF(syusyubi.pdf)はテキスト層ほぼ皆無 (抽出27文字)の画像PDFだが、機械可読のCSVが一次ソースとして優先されるため 問題なし。population はnull (背景メモで約92万・23区最大人口だが正確値未確認)。"
tokyo,13113,shibuya,渋谷区,231424,,pdf,weekday-rules,,3,proprietary-site,december-announce,町丁目 (町名+丁目、繁華街地域と通常地域の区別あり),65,https://www.city.shibuya.tokyo.jp/kurashi/gomi/kateigomi/gomid.html,https://files.city.shibuya.tokyo.jp/assets/12995aba8b194961be709ba879857f70/59863ae2476944aaa09fa7d90393ce9e/syuusyuubiitirannR8.3~10.pdf；https://files.city.shibuya.tokyo.jp/assets/12995aba8b194961be709ba879857f70/6da4b9a0e1f34a4a8a10fbbf29c03c09/chiikibetushuushuuyoubiitiran2025.pdf,5374.jp(shibuya.5374.jp / Code for Japan)；ごみカレンダー.com；ゴミの日.com,2026-07-18,"公式ポータル gomid.html から2種のPDFを配布。(1)「資源とごみの収集日一覧表」 syuusyuubiitirannR8.3~10.pdf (141KB, 2頁) と (2)「地域別収集日(曜日)一覧表」 chiikibetushuushuuyoubiitiran2025.pdf (104KB, 1頁)。両者とも curl 取得成功、 pdffonts で CID TrueType (MS-Gothic/HGSoeiKakugothic) 埋め込み、pdftotext で テキスト層あり (機械可読PDF)。可燃ごみ=週2回の曜日規則(例「水・土」)、資源=週1回の 曜日(例「火」)、不燃=月1回の第N曜日規則(例「第2月曜日」)。granularity は weekday-rules と判定。ただし(1)の PDF は不燃ごみのみ 9月～翌4月の実日付(8日/13日等)を 別表で明示しており、この不燃分は日付入り(partial的)。可燃・資源は日付明示なし。 地区割は町丁目単位で chiikibetu PDF の可燃曜日行が約61行、繁華街地域の別扱いあり。 district_count_approx=65 は概数。年末年始は gomid.html に「収集を休んだり変更あり、 日程が決まり次第しぶや区ニュース等でお知らせ」「毎月29・30・31日の不燃収集なし (年末年始は変更あり)」とあり、カレンダーに実日付明示せず→december-announce。 ライセンス: 一次ソースPDFは公式サイト(city.shibuya.tokyo.jp)配布で proprietary-site。 SHIBUYA OPEN DATA (ArcGIS Hub, city-shibuya-data.opendata.arcgis.com) には 「ごみの分別方法一覧」データセットは在るが、収集日程(収集曜日/地域別)の CSV/JSON オープンデータは確認できず(存在せず=unknown、深追い打ち切り)。検証用に 5374.jp 渋谷区版(Code for Japan 解析、area_days.csv系)、ごみカレンダー.com、ゴミの日.com 等の 二次ソースが複数あり相互検証可能だが公式一次ではない。difficulty 3: テキスト層ある 機械可読PDFだが、町丁目×種別の表でセル結合・丁目レンジ表記(例「3丁目～4丁目(8除く)」)が 多くパースは非自明。"
tokyo,13114,tokyo-nakano,中野区,345178,collected,csv,weekday-rules,,2,CC-BY-4.0,december-announce,町丁目グループ,42,https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_1/CSV/opendata_550239.csv,https://www.city.tokyo-nakano.lg.jp/kurashi/gomi/syusyuyobi/nakanoku.html,html；course-pdf,2026-07-18,区OD「資源とごみの収集曜日一覧」CSV (東京都カタログ掲載、CC BY 4.0)。町丁目別カレンダーPDF全42枚 (日付入り) で通年機械照合済み・収録済み。CSV自体は曜日規則で最終確認日2021年 (現行HTMLと一致確認済み)。年末年始は毎年12月告知。
tokyo,13115,suginami,杉並区,585730,collected,csv,weekday-rules,,2,proprietary-site,calendar-explicit,町丁目グループ,52,https://www.city.suginami.tokyo.jp/documents/12125/garbage.csv,https://www.city.suginami.tokyo.jp/shared/garbage/19.pdf,course-pdf；booklet,2026-07-18,"公式収集曜日検索を駆動するサイト内CSV (52行、OD宣言なし) を機械変換・収録済み (28コース)。地域別カレンダーPDF28枚 (日付入り・年末年始印字) と通年5,785日照合で差分ゼロ。冊子P.21一覧とも突合。収集曜日ODは都カタログに無し (集積所・分別のみ)。"
tokyo,13116,toshima,豊島区,297511,,app-only,dates,,4,proprietary-site,december-announce,さんあ～る areaId (町丁目/地域単位),,https://www.city.toshima.lg.jp/150/kurashi/gomi/shigen/2303021832.html,https://manage.delight-system.com/threeR/web/calendar?jichitaiId=toshimaku&areaId=144919&year=2026&month=8&lang=ja；https://www.city.toshima.lg.jp/documents/1056/syuusyuyoubiitiran.pdf,multilingual-pamphlet-pdf-weak；image-pdf-weekday-list,2026-07-18,"23区だが機械可読の一次ソースが弱い難物。最有力は第三者アプリ「さんあ～る」(delight-system) のWEB版カレンダー。 URL: manage.delight-system.com/threeR/web/calendar?jichitaiId=toshimaku&areaId=<地域ID>&year=YYYY&month=MM&lang=ja、CLI 200。 生HTMLにサーバサイドで実日付×品目が埋込 (8月分で燃やす19/資源38/プラ13/粗大3, class=""day""31セル)。 【最大の罠】各日の品目は data:image/png;base64 のアイコン画像で表現され、テキストラベルは凡例側のみ。 日付↔品目をテキスト抽出できるか (アイコンの alt/title/ファイル名で識別可か) は未検証=突破口だが打ち切りのため unknown。取れれば difficulty 3 相当に低下。 公式PDF「回収・収集曜日一覧(50音順)」(documents/1056/syuusyuyoubiitiran.pdf, 別版 1053/20260403165803.pdf) は CLI 200 だが Microsoft Print To PDF製・埋込フォント0・抽出1文字=完全な画像PDF。テキスト層のある公式曜日表は存在しない。 granularity: さんあ～るは実日付入り通年 (dates)。source_type: app-only (主) + image-pdf (公式曜日一覧補助)。difficulty 4。 地区割: さんあ～るの areaId (町丁目/地域単位, 例144919=高松地域)。地域option抽出に失敗し総数 unknown (null)。曜日一覧PDFは50音順町名索引。 検証源: 多言語併記版パンフレット (1053/20260612132419.pdf, テキスト層あり約17.4万字) は分別ルール解説主体で町名別曜日表は含まず=照合力弱い。 年末年始: 公式に「年末年始の資源回収・ごみ収集について」別リンクあり=毎年12月別途告知の運用とみられる (december-announce)。カレンダー実日付明示有無は unknown。 ライセンス: ""Copyright © Toshima City. All rights reserved."" (OD/CC明示なし)=proprietary-site。都カタログのOD配布も未確認。"
tokyo,13117,kita,北区,369802,,pdf,weekday-rules,,3,unknown,december-announce,丁目 (町丁目単位。地区は赤羽/王子/滝野川など、その下の丁目ごとに曜日設定),72,https://www.city.kita.lg.jp/_res/projects/default_project/_page_/001/002/019/wakedashi_book_r08.pdf,https://www.city.kita.lg.jp/_res/projects/default_project/_page_/001/002/019/wakedashi_book_r08.pdf；https://www.city.kita.lg.jp/_res/projects/default_project/_page_/001/002/019/wakedashi_book_r07.pdf,https://www.city.kita.lg.jp/living/bins/1002013/1002014.html；https://www.city.kita.lg.jp/living/bins/1002013/1002019.html；https://gominohi.com/Tokyo/Kita/,2026-07-18,"ドメインは city.kita.lg.jp (city.kita.tokyo.jp ではない)。公式に地域別収集曜日を載せる 一次ソースは PDF「北区の収集曜日一覧」(wakedashi_book_r08.pdf, 令和8年度=2026, 約12MB)。 curl 200 で取得可・pdftotext でテキスト層あり。ただし多段組(地区→町/丁目→可燃/不燃/古紙/ プラ/びん缶ペット/粗大 の曜日)のテーブルがテキスト抽出で列順に崩れ、丁目名と曜日値の対応付けが 素直に取れない → 実装時はレイアウト保持(pdftotext -layout や座標)や手作業マッピングが必要。 難易度3の主因はこの表構造。 公式HTMLページ(1002014.html)は案内のみで地域別の曜日表・リンクは無し、CSV/JSON参照も grep でヒットせず。 東京都オープンデータカタログ/ckan横断検索で「北区 収集 ごみ」を検索したが、北区の収集曜日データセット (CSV/JSON)は見つからず(集積所一覧など別データは存在)→オープンデータ経路は現時点で無し。 地域数は民間サイト(ゴミの日.com 等)が「全72地域」と記載、PDFの丁目列挙とも整合。district_count_approx=72。 granularity は日付ではなく曜日ルール(不燃は「第○週の○曜」等の週指定あり、PDF3ページに週の数え方説明)。 年末年始: 日付つきカレンダーは無く、PDFに「年末年始を除く」「1月は年始の休業により月1回収集となる 場合あり」等の注記のみ。具体日程は例年12月に別途告知される想定 → december-announce と判断 (calendar-explicit ではない)。ライセンスは明示表記が確認できず unknown。"
tokyo,13118,arakawa,荒川区,226289,collected,csv,weekday-rules,,2,unknown,calendar-explicit,地区→丁目→番地・号,,https://www.city.arakawa.tokyo.jp/documents/41480/gomi_20251216.csv,https://www.city.arakawa.tokyo.jp/a025/recycle/shuushuubi/syusyubi.html；https://www.city.arakawa.tokyo.jp/portal/gomi/index.html,official-html；region-pdf,2026-07-18,"★一次ソース確定・実測 (2026-07-18): 区公式サイト配布CSV gomi_20251216.csv を HTTP 200・text/csv・cp932・ 479347バイト・2250行で取得確認。粒度が非常に細かく「地区,丁目,番地・号」単位まで分解。 列= 地区,丁目,番地・号,燃やすごみ,燃やさないごみ,プラスチック,ごみ備考欄,びん・缶/古紙, ペットボトル・発泡スチロール製食品用トレイ,古布,資源備考欄。 例: 南千住1丁目1番 燃やす=月木/燃やさない=第1・第3金/プラ=水/びん缶古紙=土/ペット=土/古布=土。 ★年末年始が備考欄に文字で明示 (ごみ「1/1〜1/3収集なし」, 資源「12/31〜1/3回収なし」)=calendar-explicit。 granularity: weekday-rules (曜日・第n金形式)。難所は「番地・号」行が2249件と多く、丁目/番地グループへの畳み込みが要る。 license: 区ポータル (portal/gomi/index.html) からリンクされるがページに「オープンデータ/CC BY」の宣言をgrepで確認できず=unknown (収集日程CSV自体のライセンス表記は要精査。区サイト利用規約の確認要)。difficulty 2 (素直なCSV・cp932)。 検証用に地域別ごみ収集カレンダーPDF (/documents/735/2026-1〜5.pdf) あり。"
tokyo,13119,itabashi,板橋区,587481,,pdf,dates,,3,proprietary-site,december-announce,地域（東西×番号）,24,https://www.city.itabashi.tokyo.jp/tetsuduki/gomi/kaishu/1038152.html,https://www.city.itabashi.tokyo.jp/_res/projects/default_project/_page_/001/038/152/r8/w01.pdf；https://www.city.itabashi.tokyo.jp/_res/projects/default_project/_page_/001/038/152/r8/higashi/nishi/e01.pdf,area-weekday-table；course-pdf-rules,2026-07-18,一次ソースは「地域別 資源回収・ごみ収集曜日カレンダー(令和8年度版)」(kaishu/1038152.html)配下の 地域別カレンダーPDF。東(e01〜e12)+西(w01〜w12)=計24地域、URLは /_res/…/001/038/152/r8/w##.pdf および r8/higashi/nishi/e##.pdf。テキスト層あり(pdftotext 成功、5375字/1p、curl 200/403なし)、 日付入り通年カレンダー(令和8年4月〜令和9年3月、日Sun月Mon…のグリッド)で granularity=dates。 各PDF冒頭に曜日規則も明記(例 西①=資源:週1土/可燃:週3月水金/不燃:毎月1回目・3回目の木)。 ランディング「資源回収・ごみ収集地域別曜日表」(kaishu/index.html)は地域番号への索引ページで HTML曜日表・CSVは持たない(要 地域別一覧表で番号→町丁目対応を取得)。オープンデータは施設位置情報等の CSVのみで収集日データセットは未発見。年末年始はPDF注記に「改めて区HP・区報・集積所看板でお知らせ」 =december-announce。清掃事務所は板橋西/(東)の2管轄。ライセンス明示なし=proprietary-site。 difficulty 3(機械可読PDFグリッドのパースが主コスト。曜日規則が明記されるため rules 再構成も可)。
tokyo,13120,nerima,練馬区,752789,collected,html,weekday-rules,,2,proprietary-site,december-announce,町丁目グループ,57,https://www.city.nerima.tokyo.jp/kurashi/gomi/wakekata/ichiran/index.html,,course-pdf,2026-07-18,公式「地域別収集曜日一覧」HTML表を機械変換・収録済み (57コース)。地域別PDF (日付入り、R8) でエッジ照合済み。収集曜日ODは都カタログに無し。年末年始は12/31〜1/3休止だが細部は年により郵便番号別に変わり得る (12月告知)。
tokyo,13121,adachi,足立区,708138,,pdf,weekday-rules,,3,unknown,december-announce,町丁 (12収集地区にグループ化),12,https://www.city.adachi.tokyo.jp/seso/2026calender.html,https://www.city.adachi.tokyo.jp/seso/2026calender.html；https://www.city.adachi.tokyo.jp/documents/75227/001.pdf；https://www.city.adachi.tokyo.jp/documents/75227/002.pdf,"足立区ごみ分別辞典 gomisaku (https://www.gomisaku.jp/0258/, 住所別収集日検索・独立実装)；ゴミの日.com (https://gominohi.com/Tokyo/Adachi/, 第三者集約)；zenkoku.mond.jp/gomi-calendar/tokyo-adachi.html (第三者集約)",2026-07-18,"一次ソースは令和8年度「資源とごみの収集カレンダー」ランディングHTML(2026calender.html, HTTP200)。 五十音(あ〜ら行)の町名リンクが12本の地区別PDF(/documents/75227/001〜012.pdf)に集約。 001.pdf(HTTP200, application/pdf, 130KB)は pdftotext -layout でテキスト層良好、地区の対象町丁(例:栗原1,2丁目/島根1〜4丁目/千住旭町/…)と 収集ルール「プラスチック 週1回【水】/資源 週1回【金】/燃やすごみ 週2回【月・木】/燃やさないごみ 月2回【第1・第3 火】」を明記、加えて月別カレンダーグリッド(4月〜翌3月)を掲載。 ゆえに曜日ルール+第N週ルールが機械抽出可能→weekday-rules。ただし町丁→地区(001〜012)の対応表はHTMLアンカー側にあり別途パース要。 集約版の「町丁別収集曜日一覧表」002.pdf(HTTP200, 556KB)は pdftotext 出力1文字=テキスト層なしの画像PDFで不可、個別地区PDF(001等)を使うべき。 旧「収集曜日一覧」HTML(20220304shuushuuyoubiitiran.html)と外国人向けsche.htmlは現在HTTP404。 オープンデータ面: 足立区opendataカタログ(index.php?p=30_n, HTTP200)のCSV20件はkouhyou/kyuuyo系のみでごみ収集曜日CSVは無し。 東京都ODカタログの足立区組織(t131211)にごみ収集曜日ODは未確認(CLIは403のためWebSearchのみ, 収集曜日CSVリソースは検出できず)。 祝日・お盆は通常収集、年末年始のみ休止で詳細は12月のあだち広報で告知(ページ明記)→december-announce。 ライセンスはPDF/カレンダーページに明示なし→unknown。"
tokyo,13122,katsushika,葛飾区,474536,,image-pdf,dates,,4,unknown,calendar-explicit,丁目単位でグルーピングした収集地区,16,https://www.city.katsushika.lg.jp/kurashi/1000048/1017199/1020038.html,https://www.city.katsushika.lg.jp/kurashi/1000048/1017199/index.html；https://www.city.katsushika.lg.jp/kurashi/1000048/1017199/1020038.html；https://www.city.katsushika.lg.jp/_res/projects/default_project/_page_/001/020/038/08-1.pdf；https://www.city.katsushika.lg.jp/_res/projects/default_project/_page_/001/020/038/2025k-1.pdf,GOMICALE(ゴミカレ) https://gomicale.com/Tokyo/Katsushika (第三者転記)；ごみカレンダー.com https://note.com/gomi_calendar/n/n56a8ab4f8230 (第三者転記)；スマゴミ https://www.scoooop.com/apps/smartgomiapp/東京都-葛飾区/ (第三者転記)；葛飾区総合アプリ(kokosil) https://katsushika-data.kokosil.net/ (公式アプリ)；花しょうぶコールセンター 03-6758-2222 / 清掃事務所作業係 03-3693-6113,2026-07-18,"公式は「2026年度版 資源とごみの収集カレンダー」を収集地区16区分でPDF配布(2026年4月〜2027年3月の通年,日付単位)。 HTMLソースから .pdf 参照を grep: フルカレンダー 08-1〜08-16.pdf(各約2.5MB)/全地区共通 08-al.pdf(4.7MB)/簡易版 2025k-1〜2025k-16.pdf。 curl 200 取得成功。フルカレンダー(08-1.pdf 等)と共通ページ(08-al.pdf)は pdftotext で7〜13字=テキスト層なしの画像PDF。 簡易版(2025k-1.pdf)のみテキスト層あり(約2000字)だが,抽出できるのは表題+地区の対象町丁名(例:①地区=お花茶屋1〜3丁目,小菅1〜4丁目,東堀切1〜3丁目,堀切6〜8丁目)+ 素の月別日付グリッドのみで,どの曜日/日が何の収集(燃やすごみ/資源/プラ等)かの区分マークは画像側にありテキスト非抽出。よって実スケジュール内容はOCR/転記が必要=image-pdf, difficulty 4。 地区割は丁目単位で16地区。収集品目や祝日収集の可否・年末年始休止の文言は本文ページ/FAQ(1009354)には記載なく,通年フルカレンダー画像上に明示される想定(画像PDFのためテキスト検証不可,yearend=calendar-explicit は通年カレンダー構成からの推定)。 住所→地区の検索ページやCSV/JSONは未確認(存在の記述なし)。都オープンデータカタログの葛飾区データセット t131229d0000000015 は「粗大ごみ持込施設/集積所一覧」であり収集日程スケジュールではない(CLI は CloudFront 403 で実体未確認)。 ライセンスはカレンダーPDFに明示的OD表示が見当たらず unknown(区サイトの著作権/利用規約下)。population は確実値未確認のため null(推測回避)。 毎年3月に翌年度分を公開(FAQ記載)。"
tokyo,13123,edogawa,江戸川区,701652,,pdf,weekday-rules,,3,proprietary-site,december-announce,町丁目 (町名ごと、丁目・番地範囲で細分。管轄清掃事務所は小松川/葛西/小岩の3系統),120,https://www.city.edogawa.tokyo.jp/e025/kurashi/gomi_recycle/kategomi/yobihyo.html,https://www.city.edogawa.tokyo.jp/e025/kurashi/gomi_recycle/kategomi/yobihyo.html；https://www.city.edogawa.tokyo.jp/documents/6055/youbi021102.pdf,サードパーティごみアプリ (5374.jp江戸川区版)；スマゴミ/GOMICALE等の民間収集日サイト；区公式の年末年始収集お知らせページ,2026-07-18,"公式「資源回収・ごみ収集地域別曜日表」ページ (yobihyo.html) にHTML表6段と PDF (youbi021102.pdf, 令和2年11月2日現在, 4頁, 131KB) の両方あり。curlで取得成功。 pdffontsでCIDフォント埋め込み・pdftotextでテキスト層あり(整形されたテキスト抽出可、 「一之江 1丁目〜5丁目 月 水・土 第1・3金 小松川」等の町丁目×種別×曜日行を確認)。 granularityは曜日ルール型: 燃やすごみ週2(例:水・土)、資源週1、燃やさないごみ月2 (第1・3金など第N曜日規則)。実日付カレンダーではないためweekday-rules。 年末年始はPDF冒頭に「年末年始の作業日は別途お知らせ」と明記→december-announce (別途 nenmatukaisyu.html で年末年始告知)。 ライセンス: 区公式サイト掲載物でオープンデータ明示・CC BY表示は確認できず proprietary-site とした。東京都オープンデータカタログに江戸川区組織(t131237)は存在するが 収集曜日データセットの有無はCLIがCloudFront 403で未確認(unknown)。 difficulty 3: 機械可読PDF (テキスト層あり)。HTML表からの抽出も可能だが構造が細かく 町丁目・番地範囲の但し書きが多い点が罠。district_count_approxは丁目行約112+全域8から 約120と概算(不確実)。populationは約68.5万の一般的推計値(住民基本台帳の厳密値は未確認)。"
tokyo,13201,hachioji,八王子市,559753,,pdf,dates,,3,proprietary-site,calendar-explicit,収集地区番号 (1〜20),20,https://www.city.hachioji.tokyo.jp/kurashi/gomi/kateigomi/shushubi/p030315.html,https://www.city.hachioji.tokyo.jp/kurashi/gomi/kateigomi/shushubi/p030315_d/fil/2026calender8.pdf；https://www.city.hachioji.tokyo.jp/kurashi/gomi/kateigomi/shushubi/p029891.html,town-to-district-html；district-name-list-in-pdf；linkdata-mirror-unverified,2026-07-18,"東京都最大級 (人口約58万) だが地区は収集地区番号 1〜20 で整理され意外と扱いやすい。 一次ソースは収集地区別カレンダーPDF (全20地区)。地区ページ p030309.html〜p030328.html に対応、 例 地区8 → .../shushubi/p030315_d/fil/2026calender8.pdf。CLI 200 (約11MB)、pdftotext でテキスト層あり (26,141字)。 日付・曜日・品目が機械抽出可、各PDF冒頭に対象町名も列挙。収録範囲 2026.3〜2027.4=日付入り通年 (granularity=dates)。 年末年始: PDF内「年末年始のごみ・資源物の収集日」欄に実日付明示 (calendar-explicit)。 difficulty 3: テキスト層ありだが月×曜日グリッド+品目セルの版面パース+20ファイル横断が必要。 ライセンス: ""Copyright © Hachioji-City. All Rights Reserved."" (通常著作権)。収集日PDFのOD/CC表記は未確認=proprietary-site。 【重要な注意】東京都カタログ配下に分別区分CSV (opendata.metro.tokyo.lg.jp/hachioji/132012_hachiojishi_garbage_separate.csv, HTTP200/149KB/UTF-8) があるが、 これは品目→分別区分の辞典であって収集日ではない (CC BY 4.0相当だが用途外)。収集日程CSVはODに見当たらず (推測名404、ディレクトリ一覧はCloudFront 403)。 検証源: 町名→収集地区 対応表HTML (p029891.html, 括弧内に「収集地区○」明記), 各PDF冒頭の町名リスト, LinkData rdf1s1675i (第三者ミラー・WebFetchタイムアウトで未検証・おそらく旧年度)。"
tokyo,13202,tachikawa,立川市,188040,,html,weekday-rules,,2,unknown,calendar-explicit,地区,4,https://www.city.tachikawa.lg.jp/kurashi/gomi/1001712/1001741.html,https://www.city.tachikawa.lg.jp/kurashi/gomi/1001716/1027202/index.html；https://www.city.tachikawa.lg.jp/kurashi/gomi/1001716/1027202/1027203.html；https://www.city.tachikawa.lg.jp/kurashi/gomi/1001716/1027202/1027204.html；https://www.city.tachikawa.lg.jp/kurashi/gomi/1001716/1027202/1027205.html；https://www.city.tachikawa.lg.jp/kurashi/gomi/1001716/1027202/1027206.html,https://www.opendata.metro.tokyo.lg.jp/tachikawa/132021_tachikawashi_garbage_separate.csv；https://www.city.tachikawa.lg.jp/_res/projects/default_project/_page_/001/001/733/20230320handbook.pdf,2026-07-18,"一次ソースはHTML「資源とごみの収集日」ページ (schedule_url)。CLI curl 200 で全取得可。
市域を町丁目で4地区に区分し、地区ごとに曜日ルールをテキストで完全記載:
  1地区=富士見/柴崎/錦/羽衣、2地区=曙/高松/栄、3地区=若葉/幸/柏、4地区=緑/泉/砂川/上砂/一番/西砂。
品目=燃やせるごみ/プラスチック/ペットボトル/びん/缶/雑誌本雑がみ/古布・新聞折込チラシ/有害・スプレー缶 等。
各曜日「毎週」と「隔週」の別が明記される (例:1地区 月=毎週燃やせるごみ、金=毎週ペットボトル+隔週…)。
ただし隔週(第何週かの確定)は月次カレンダーPDFに依存するため granularity は weekday-rules とし、
隔週の週確定・年末年始は calendar_urls の月次PDF (_res/.../8calendar-Ntiku*gatu.pdf) で解決する必要あり。
年末年始: 月次カレンダーに「12月29日～1月3日」休止が明記 → calendar-explicit。
収集曜日そのもののオープンデータ CSV/JSON は発見できず (opendataの立川リソースは品目辞典 garbage_separate.csv のみ、
garbage_collection*.csv 等は404)。東京都 catalog.data.metro.tokyo.lg.jp は CLI 403 だが
配布実体 opendata.metro.tokyo.lg.jp/tachikawa/ は curl 200。
難易度2: HTMLが構造的で曜日ルールは容易に抽出可。隔週の実日付は月次PDF併用が必要な点のみ手間。"
tokyo,13203,musashino,武蔵野市,148594,,pdf,weekday-rules,,3,proprietary-site,unknown,地区,10,https://www.city.musashino.lg.jp/gomi_kankyo/gomi/gomi_shushubi/1053782.html,https://www.city.musashino.lg.jp/_res/projects/default_project/_page_/001/053/782/2026a-2.pdf；https://www.city.musashino.lg.jp/_res/projects/default_project/_page_/001/053/782/2026a-1.pdf,list-pdf-text；calendar-pdf,2026-07-18,"令和8年度(2026.4〜2027.3)版。市内10地区 (A吉祥寺南町/B吉祥寺本町2-4・御殿山/C吉祥寺本町1・吉祥寺東町/ D吉祥寺北町/E中町/F緑町・八幡町/G西久保/H関前・桜堤/I境/J境南町)。 各地区に3種のPDF: 収集カレンダー(2026x-1.pdf, 4.3-4.5MB, 通年日付入り) / 収集日一覧表(2026x-2.pdf, 約750KB) / 集合住宅用一覧表(sticker2026x.pdf)。★実測 (2026-07-18): 一覧表2026a-2.pdf はテキスト層あり(4627字)。 ただし多言語(和英中)併記でレイアウトが横長・品目ヘッダと曜日値が散在=素直なテキスト版ではなく要パース → difficulty 3。 品目= 燃やすごみ/古紙・古着/びん・缶/危険・有害/ペットボトル/燃やさないごみ/プラスチック製容器包装。 granularity: 一覧表は weekday-rules だがカレンダーPDF(2026x-1)は日付入り通年=dates級 (未テキスト層確認, 一覧表と同系ならテキスト層あり見込み)。 収集曜日オープンデータ・CSV/JSONは無し (ページに参照なし)。年末年始はページ本文に記載なし=要カレンダーPDF確認。 市サイトはCC宣言なし=事実データ抽出整理(proprietary-site)。"
tokyo,13204,mitaka,三鷹市,191747,,html,weekday-rules,,2,proprietary-site,calendar-explicit,地区（全域/丁目グループ）,11,https://www.city.mitaka.lg.jp/c_categories/index01004001001.html,https://www.city.mitaka.lg.jp/c_service/095/095682.html；https://www.city.mitaka.lg.jp/c_service/095/095671.html,monthly-pdf,2026-07-18,一次ソースは市公式「収集日程」配下の地区別HTMLページ(令和8年度、c_service/095/… 各地区)。 地区は11(井の頭全域/下連雀1〜4/上連雀1〜5/新川6・下連雀5〜9/大沢3・深大寺・井口・野崎2・3/ 中原全域・新川1・4・5/北野全域・新川2・3/牟礼全域/野崎1・上連雀6〜9/野崎4・大沢1・2・4・5・6/ 北野全域ほか)。各ページ本文に曜日規則を表形式で掲載(例 牟礼=月:燃やせるごみ/火:古紙古着/ 水:プラ・有害+第1・3週 燃やせないごみ/木:燃やせるごみ…)=granularity weekday-rules、素直で difficulty 2。 補助/検証: 各地区に月別リサイクルカレンダーPDF(2026年4月〜2027年3月、日付入り)+週間用+お知らせ版。 年末年始は専用PDF(2026年12月・2027年1月、日程・時間が異なる注記)=calendar-explicit。 収集曜日CSV/JSON・テキスト版は未発見。ごみ分別アプリあり。可燃系はふじみ衛生組合(調布市と共同処理)。 ライセンス明示なし(市公式)、proprietary-site 扱い(練馬方式で事実データ抽出)。
